ID,Tail,Body,Total,Angle,Temperature,Treatment,Date,Clone,Age,Spikes,Pedestal,Mature,No.Neonates,Experiment,Stage
D10A14_16_P2,,1.135,,,16,Predator,06/05/18,D10_A14,4,1,0,J,NA,Acute,NA
D1074_16_C3,,2.032,,,16,Control,07/05/18,D10_74,13,0,0,A,NA,Acute,NA
D1081_16_C2,,2.143,,,16,Control,07/05/18,D10_81,12,0,0,A,NA,Acute,NA
D1081_16_C3,,2.004,,,16,Control,07/05/18,D10_81,12,0,0,A,NA,Acute,NA
Cyril_16_C1,,NA,,,16,Control,07/05/18,Cyril,13,0,0,A,NA,Acute,NA
Cyril_16_C2,,1.691,,,16,Control,07/05/18,Cyril,13,0,0,A,NA,Acute,NA
Cyril_16_C3,,1.944,,,16,Control,07/05/18,Cyril,13,0,0,A,NA,Acute,NA
D10A13_16_C1,,2.156,,,16,Control,07/05/18,D10_A13,13,0,0,A,NA,Acute,NA
D10A13_16_C3,,1.721,,,16,Control,07/05/18,D10_A13,12,0,0,A,NA,Acute,NA
D86A_16_C1,,1.364,,,16,Control,07/05/18,D86_A,6,0,0,J,NA,Acute,NA
D86A_16_C2,,1.451,,,16,Control,07/05/18,D86_A,6,0,0,J,NA,Acute,NA
D86A_16_C3,,1.032,,,16,Control,07/05/18,D86_A,6,0,0,J,NA,Acute,NA
D10A14_16_C1,,0.931,,,16,Control,07/05/18,D10_A14,5,0,0,J,NA,Acute,NA
D10A14_16_C2,,1.095,,,16,Control,07/05/18,D10_A14,5,0,0,J,NA,Acute,NA
D10A14_16_C3,,1.165,,,16,Control,07/05/18,D10_A14,5,0,0,J,NA,Acute,NA
D1074_16_P1,,1.471,,,16,Predator,07/05/18,D10_74,8,0,0,J,NA,Acute,NA
D1074_16_P2,,1.259,,,16,Predator,07/05/18,D10_74,8,0,0,J,NA,Acute,NA
Cyril_16_P1,,1.927,,,16,Predator,07/05/18,Cyril,12,0,0,A,NA,Acute,NA
Cyril_16_P2,,1.924,,,16,Predator,07/05/18,Cyril,12,0,0,A,NA,Acute,NA
Cyril_16_P3,,2.042,,,16,Predator,07/05/18,Cyril,12,0,0,A,NA,Acute,NA
D10A13_16_P1,,1.934,,,16,Predator,07/05/18,D10_A13,8,0,0,A,NA,Acute,mt
D10A13_16_P2,,1.464,,,16,Predator,07/05/18,D10_A13,7,3,30,J,NA,Acute,NA
D10A13_16_P3,,NA,,,16,Predator,07/05/18,D10_A13,7,2,0,J,NA,Acute,NA
D86A_16_P1,,NA,,,16,Predator,07/05/18,D86_A,2,0,0,J,NA,Acute,NA
D10A14_16_P1,,1.024,,,16,Predator,07/05/18,D10_A14,5,1,0,J,NA,Acute,NA
D10A14_16_P2,,1.137,,,16,Predator,07/05/18,D10_A14,5,1,0,J,NA,Acute,NA
D1074_16_C3,,2.007,,,16,Control,08/05/18,D10_74,14,0,0,A,5,Acute,B2
D1074_16_C1_A,,0.691,,,16,Control,08/05/18,D10_74,1,2,0,J,NA,Acclim,NA
D1074_16_C2_A,,0.706,,,16,Control,08/05/18,D10_74,1,1,0,J,NA,Acclim,NA
D1074_16_C3_A,,0.704,,,16,Control,08/05/18,D10_74,1,1,0,J,NA,Acclim,NA
D1081_16_C2,,2.192,,,16,Control,08/05/18,D10_81,13,0,0,J,13,Acute,B1
D1081_16_C3,,1.961,,,16,Control,08/05/18,D10_81,13,0,0,A,9,Acute,B1
Cyril_16_C1,,1.703,,,16,Control,08/05/18,Cyril,14,0,0,A,2,Acute,B2
Cyril_16_C2,,1.866,,,16,Control,08/05/18,Cyril,14,0,0,A,13,Acute,B2
Cyril_16_C3,,2.157,,,16,Control,08/05/18,Cyril,14,0,0,A,18,Acute,B2
Cyril_16_C1_A,,0.564,,,16,Control,08/05/18,Cyril,1,0,0,J,NA,Acclim,NA
Cyril_16_C2_A,,0.583,,,16,Control,08/05/18,Cyril,1,0,0,J,NA,Acclim,NA
Cyril_16_C3_A,,0.564,,,16,Control,08/05/18,Cyril,1,0,0,J,NA,Acclim,NA
D10A13_16_C1,,2.142,,,16,Control,08/05/18,D10_A13,14,0,0,A,NA,Acute,NA
D10A13_16_C3,,1.875,,,16,Control,08/05/18,D10_A13,13,0,0,A,10,Acute,B1
D86A_16_C1,,1.348,,,16,Control,08/05/18,D86_A,7,0,0,J,NA,Acute,NA
D86A_16_C2,,1.44,,,16,Control,08/05/18,D86_A,7,0,0,J,NA,Acute,NA
D86A_16_C3,,1.39,,,16,Control,08/05/18,D86_A,7,0,0,J,NA,Acute,NA
D10A14_16_C1,,1.193,,,16,Control,08/05/18,D10_A14,6,0,0,J,NA,Acute,NA
D10A14_16_C2,,1.361,,,16,Control,08/05/18,D10_A14,6,0,0,J,NA,Acute,NA
D10A14_16_C3,,1.495,,,16,Control,08/05/18,D10_A14,6,0,0,J,NA,Acute,NA
D1074_16_P1,,1.719,,,16,Predator,08/05/18,D10_74,9,0,0,J,NA,Acute,NA
D1074_16_P2,,1.277,,,16,Predator,08/05/18,D10_74,9,0,0,J,NA,Acute,NA
Cyril_16_P1,,1.967,,,16,Predator,08/05/18,Cyril,13,0,0,A,NA,Acute,NA
Cyril_16_P2,,2.107,,,16,Predator,08/05/18,Cyril,13,0,0,A,13,Acute,B1
Cyril_16_P3,,2.284,,,16,Predator,08/05/18,Cyril,13,0,0,A,12,Acute,B1
D10A13_16_P1,,1.888,,,16,Predator,08/05/18,D10_A13,9,0,0,A,NA,Acute,mt
D10A13_16_P2,,1.817,,,16,Predator,08/05/18,D10_A13,8,0,0,J,NA,Acute,NA
D10A13_16_P3,,1.747,,,16,Predator,08/05/18,D10_A13,8,0,0,J,NA,Acute,NA
D86A_16_P1,,1.353,,,16,Predator,08/05/18,D86_A,3,0,0,J,NA,Acute,NA
D10A14_16_P1,,1.198,,,16,Predator,08/05/18,D10_A14,6,0,0,J,NA,Acute,NA
D10A14_16_P2,,1.527,,,16,Predator,08/05/18,D10_A14,6,0,0,J,NA,Acute,NA
D1074_16_C1_A,,NA,,,16,Control,09/05/18,D10_74,2,2,0,J,NA,Acclim,NA
D1074_16_C2_A,,0.718,,,16,Control,09/05/18,D10_74,2,1,0,J,NA,Acclim,NA
D1074_16_C3_A,,0.713,,,16,Control,09/05/18,D10_74,2,1,0,J,NA,Acclim,NA
D1081_16_C2,,2.254,,,16,Control,09/05/18,D10_81,14,0,0,A,NA,Acute,mt
D1081_16_C3,,2.04,,,16,Control,09/05/18,D10_81,14,0,0,J,NA,Acute,NA
Cyril_16_C1_A,,0.587,,,16,Control,09/05/18,Cyril,2,0,0,J,NA,Acclim,NA
Cyril_16_C2_A,,0.595,,,16,Control,09/05/18,Cyril,2,0,0,J,NA,Acclim,NA
Cyril_16_C3_A,,0.588,,,16,Control,09/05/18,Cyril,2,0,0,J,NA,Acclim,NA
D10A13_16_C1,,2.167,,,16,Control,09/05/18,D10_A13,15,0,0,A,NA,Acute,NA
D10A13_16_C3,,1.948,,,16,Control,09/05/18,D10_A13,14,0,0,A,NA,Acute,NA
D86A_16_C1,,1.383,,,16,Control,09/05/18,D86_A,8,0,0,J,NA,Acute,NA
D86A_16_C2,,1.458,,,16,Control,09/05/18,D86_A,8,0,0,J,NA,Acute,NA
D86A_16_C3,,1.419,,,16,Control,09/05/18,D86_A,8,0,0,J,NA,Acute,NA
D10A14_16_C1,,1.22,,,16,Control,09/05/18,D10_A14,7,0,0,J,NA,Acute,NA
D10A14_16_C2,,1.394,,,16,Control,09/05/18,D10_A14,7,0,0,J,NA,Acute,NA
D10A14_16_C3,,1.505,,,16,Control,09/05/18,D10_A14,7,0,0,J,NA,Acute,NA
D1074_16_P1,,1.757,,,16,Predator,09/05/18,D10_74,10,0,0,J,NA,Acute,NA
D1074_16_P2,,1.296,,,16,Predator,09/05/18,D10_74,10,0,0,J,NA,Acute,NA
D1081_16_P1,,0.658,,,16,Control,09/05/18,D10_81,1,1,0,J,NA,Acute,NA
D1081_16_P2,,0.628,,,16,Predator,09/05/18,D10_81,1,1,0,J,NA,Acute,NA
D1081_16_P3,,0.66,,,16,Predator,09/05/18,D10_81,1,1,0,J,NA,Acute,NA
Cyril_16_P1,,1.977,,,16,Predator,09/05/18,Cyril,14,0,0,A,NA,Acute,NA
Cyril_16_P2,,2.139,,,16,Predator,09/05/18,Cyril,14,0,0,A,NA,Acute,NA
Cyril_16_P3,,2.295,,,16,Predator,09/05/18,Cyril,14,0,0,A,NA,Acute,NA
D10A13_16_P1,,1.957,,,16,Predator,09/05/18,D10_A13,10,0,0,A,NA,Acute,NA
D10A13_16_P2,,1.867,,,16,Predator,09/05/18,D10_A13,9,0,0,J,NA,Acute,NA
D10A13_16_P3,,1.776,,,16,Predator,09/05/18,D10_A13,9,0,0,J,NA,Acute,NA
D86A_16_P1,,1.343,,,16,Predator,09/05/18,D86_A,4,0,0,J,NA,Acute,NA
D86A_16_P2,,0.685,,,16,Predator,09/05/18,D86_A,1,0,0,J,NA,Acute,NA
D86A_16_P3,,0.668,,,16,Predator,09/05/18,D86_A,1,1,0,J,NA,Acute,NA
D10A14_16_P1,,1.229,,,16,Predator,09/05/18,D10_A14,7,0,0,J,NA,Acute,NA
D10A14_16_P2,,1.542,,,16,Predator,09/05/18,D10_A14,7,0,0,J,NA,Acute,NA
D1081_16_C2,,2.17,,,16,Control,10/05/18,D10_81,15,0,0,A,NA,Acute,NA
D1081_16_C3,,1.989,,,16,Control,10/05/18,D10_81,15,0,0,J,NA,Acute,NA
Cyril_16_C1_A,,0.736,,,16,Control,10/05/18,Cyril,3,0,0,J,NA,Acclim,NA
Cyril_16_C2_A,,0.765,,,16,Control,10/05/18,Cyril,3,0,0,J,NA,Acclim,NA
Cyril_16_C3_A,,0.782,,,16,Control,10/05/18,Cyril,3,0,0,J,NA,Acclim,NA
D10A13_16_C1,,2.118,,,16,Control,10/05/18,D10_A13,16,0,0,A,NA,Acute,NA
D10A13_16_C3,,1.854,,,16,Control,10/05/18,D10_A13,15,0,0,A,NA,Acute,NA
D86A_16_C1,,NA,,,16,Control,10/05/18,D86_A,9,0,0,A,NA,Acute,mt
D86A_16_C2,,1.763,,,16,Control,10/05/18,D86_A,9,0,0,A,NA,Acute,mt
D86A_16_C3,,1.734,,,16,Control,10/05/18,D86_A,9,0,0,A,NA,Acute,mt
D10A14_16_C1,,1.462,,,16,Control,10/05/18,D10_A14,8,0,0,J,NA,Acute,NA
D10A14_16_C2,,1.707,,,16,Control,10/05/18,D10_A14,8,0,0,J,NA,Acute,NA
D10A14_16_C3,,1.855,,,16,Control,10/05/18,D10_A14,8,0,0,A,NA,Acute,mt
D1081_16_P1,,0.832,,,16,Control,10/05/18,D10_81,2,0,0,J,NA,Acute,NA
D1081_16_P2,,0.81,,,16,Predator,10/05/18,D10_81,2,0,0,J,NA,Acute,NA
D1081_16_P3,,0.829,,,16,Predator,10/05/18,D10_81,2,0,0,J,NA,Acute,NA
Cyril_16_P1,,2.101,,,16,Predator,10/05/18,Cyril,15,0,0,A,NA,Acute,NA
Cyril_16_P2,,2.105,,,16,Predator,10/05/18,Cyril,15,0,0,A,NA,Acute,NA
Cyril_16_P3,,2.224,,,16,Predator,10/05/18,Cyril,15,0,0,A,NA,Acute,NA
D10A13_16_P1,,1.906,,,16,Predator,10/05/18,D10_A13,11,0,0,A,NA,Acute,NA
D10A13_16_P2,,1.796,,,16,Predator,10/05/18,D10_A13,10,0,0,J,NA,Acute,NA
D10A13_16_P3,,2.109,,,16,Predator,10/05/18,D10_A13,10,0,0,A,NA,Acute,mt
D86A_16_P1,,1.724,,,16,Predator,10/05/18,D86_A,5,0,0,J,NA,Acute,NA
D86A_16_P2,,0.836,,,16,Predator,10/05/18,D86_A,2,0,0,J,NA,Acute,NA
D86A_16_P3,,0.798,,,16,Predator,10/05/18,D86_A,2,0,0,J,NA,Acute,NA
D10A14_16_P1,,1.196,,,16,Predator,10/05/18,D10_A14,8,0,0,J,NA,Acute,NA
D10A14_16_P2,,1.904,,,16,Predator,10/05/18,D10_A14,8,0,0,J,NA,Acute,NA
D1081_16_C3,,2.022,,,16,Control,11/05/18,D10_81,16,0,0,J,NA,Acute,NA
Cyril_16_C1_A,,1.028,,,16,Control,11/05/18,Cyril,4,0,0,J,NA,Acclim,NA
Cyril_16_C2_A,,1.072,,,16,Control,11/05/18,Cyril,4,0,0,J,NA,Acclim,NA
Cyril_16_C3_A,,1.045,,,16,Control,11/05/18,Cyril,4,0,0,J,NA,Acclim,NA
D10A13_16_C1,,2.176,,,16,Control,11/05/18,D10_A13,17,0,0,A,9,Acute,B2
D10A13_16_C1_A,,0.731,,,16,Control,11/05/18,D10_A13,1,1,0,J,NA,Acclim,NA
D10A13_16_C2_A,,0.705,,,16,Control,11/05/18,D10_A13,1,1,0,J,NA,Acclim,NA
D10A13_16_C3_A,,0.719,,,16,Control,11/05/18,D10_A13,1,1,0,J,NA,Acclim,NA
D10A13_16_C3,,1.871,,,16,Control,11/05/18,D10_A13,16,0,0,A,NA,Acute,NA
D86A_16_C1,,1.728,,,16,Control,11/05/18,D86_A,10,0,0,A,NA,Acute,NA
D86A_16_C2,,1.801,,,16,Control,11/05/18,D86_A,10,0,0,A,NA,Acute,NA
D86A_16_C3,,1.752,,,16,Control,11/05/18,D86_A,10,0,0,A,NA,Acute,NA
D10A14_16_C1,,1.493,,,16,Control,11/05/18,D10_A14,9,0,0,J,NA,Acute,NA
D10A14_16_C2,,1.735,,,16,Control,11/05/18,D10_A14,9,0,0,J,NA,Acute,NA
D10A14_16_C3,,1.897,,,16,Control,11/05/18,D10_A14,9,0,0,A,NA,Acute,NA
D1045_16_P1_A,,0.684,,,16,Predator,11/05/18,D10_45,1,1,0,J,NA,Acclim,NA
D1045_16_P2_A,,0.679,,,16,Predator,11/05/18,D10_45,1,2,0,J,NA,Acclim,NA
D1045_16_P3_A,,0.675,,,16,Predator,11/05/18,D10_45,1,3,0,J,NA,Acclim,NA
D1081_16_P1,,1.155,,,16,Predator,11/05/18,D10_81,3,0,0,J,NA,Acute,NA
D1081_16_P2,,1.109,,,16,Predator,11/05/18,D10_81,3,0,0,J,NA,Acute,NA
D1081_16_P3,,1.14,,,16,Predator,11/05/18,D10_81,3,0,0,J,NA,Acute,NA
Cyril_16_P1,,2.121,,,16,Predator,11/05/18,Cyril,16,0,0,A,NA,Acute,NA
Cyril_16_P2,,2.17,,,16,Predator,11/05/18,Cyril,16,0,0,A,NA,Acute,NA
Cyril_16_P3,,2.275,,,16,Predator,11/05/18,Cyril,16,0,0,A,NA,Acute,NA
D10A13_16_P1,,2.123,,,16,Predator,11/05/18,D10_A13,12,0,0,A,7,Acute,B1
D10A13_16_P2,,2.207,,,16,Predator,11/05/18,D10_A13,11,0,0,A,NA,Acute,mt
D10A13_16_P3,,2.124,,,16,Predator,11/05/18,D10_A13,11,0,0,A,NA,Acute,NA
D86A_16_P1,,1.786,,,16,Predator,11/05/18,D86_A,6,0,0,J,NA,Acute,NA
D86A_16_P2,,1.121,,,16,Predator,11/05/18,D86_A,3,0,0,J,NA,Acute,NA
D86A_16_P3,,1.118,,,16,Predator,11/05/18,D86_A,3,0,0,J,NA,Acute,NA
D10A14_16_P1,,1.417,,,16,Predator,11/05/18,D10_A14,9,0,0,J,NA,Acute,NA
D10A14_16_P2,,1.931,,,16,Predator,11/05/18,D10_A14,9,0,0,J,NA,Acute,NA
D1081_16_C3,,2.031,,,16,Control,12/05/18,D10_81,17,0,0,J,NA,Acute,NA
Cyril_16_C1_A,,1.021,,,16,Control,12/05/18,Cyril,5,0,0,J,NA,Acclim,NA
Cyril_16_C2_A,,1.087,,,16,Control,12/05/18,Cyril,5,0,0,J,NA,Acclim,NA
Cyril_16_C3_A,,1.055,,,16,Control,12/05/18,Cyril,5,0,0,J,NA,Acclim,NA
D10A13_16_C3,,2.035,,,16,Control,12/05/18,D10_A13,17,0,0,A,11,Acute,B2
D10A13_16_C1_A,,0.948,,,16,Control,12/05/18,D10_A13,2,1,0,J,NA,Acclim,NA
D10A13_16_C2_A,,0.888,,,16,Control,12/05/18,D10_A13,2,1,0,J,NA,Acclim,NA
D10A13_16_C3_A,,0.938,,,16,Control,12/05/18,D10_A13,2,1,0,J,NA,Acclim,NA
D86A_16_C1,,1.734,,,16,Control,12/05/18,D86_A,11,0,0,A,NA,Acute,NA
D86A_16_C2,,1.781,,,16,Control,12/05/18,D86_A,11,0,0,A,NA,Acute,NA
D86A_16_C3,,1.775,,,16,Control,12/05/18,D86_A,11,0,0,A,NA,Acute,NA
D10A14_16_C1,,1.833,,,16,Control,12/05/18,D10_A14,10,0,0,J,NA,Acute,NA
D10A14_16_C2,,2.088,,,16,Control,12/05/18,D10_A14,10,0,0,J,NA,Acute,NA
D10A14_16_C3,,1.892,,,16,Control,12/05/18,D10_A14,10,0,0,A,NA,Acute,NA
D1045_16_P1_A,,0.684,,,16,Predator,12/05/18,D10_45,2,1,30,J,NA,Acclim,NA
D1045_16_P2_A,,0.666,,,16,Predator,12/05/18,D10_45,2,2,30,J,NA,Acclim,NA
D1045_16_P3_A,,0.681,,,16,Predator,12/05/18,D10_45,2,3,30,J,NA,Acclim,NA
D1081_16_P1,,1.155,,,16,Predator,12/05/18,D10_81,4,0,0,J,NA,Acute,NA
D1081_16_P2,,1.122,,,16,Predator,12/05/18,D10_81,4,0,0,J,NA,Acute,NA
D1081_16_P3,,1.149,,,16,Predator,12/05/18,D10_81,4,0,0,J,NA,Acute,NA
Cyril_16_P1,,2.157,,,16,Predator,12/05/18,Cyril,17,0,0,A,25,Acute,B2
Cyril_16_P2,,2.322,,,16,Predator,12/05/18,Cyril,17,0,0,A,30,Acute,B2
Cyril_16_P1_A,,0.589,,,16,Predator,12/05/18,Cyril,1,0,0,J,NA,Acclim,NA
Cyril_16_P2_A,,0.61,,,16,Predator,12/05/18,Cyril,1,0,0,J,NA,Acclim,NA
Cyril_16_P3_A,,0.623,,,16,Predator,12/05/18,Cyril,1,0,0,J,NA,Acclim,NA
Cyril_16_P3,,2.44,,,16,Predator,12/05/18,Cyril,17,0,0,A,NA,Acute,NA
D10A13_16_P1,,2.156,,,16,Predator,12/05/18,D10_A13,13,0,0,A,NA,Acute,NA
D10A13_16_P2,,2.228,,,16,Predator,12/05/18,D10_A13,12,0,0,A,NA,Acute,NA
D10A13_16_P3,,2.153,,,16,Predator,12/05/18,D10_A13,12,0,0,A,NA,Acute,NA
D86A_16_P1,,1.788,,,16,Predator,12/05/18,D86_A,7,0,0,J,NA,Acute,NA
D86A_16_P2,,1.129,,,16,Predator,12/05/18,D86_A,4,0,0,J,NA,Acute,NA
D86A_16_P3,,1.131,,,16,Predator,12/05/18,D86_A,4,0,0,J,NA,Acute,NA
D10A14_16_P1,,1.435,,,16,Predator,12/05/18,D10_A14,10,0,0,J,NA,Acute,NA
D10A14_16_P2,,1.948,,,16,Predator,12/05/18,D10_A14,10,0,0,J,NA,Acute,NA
D1081_16_C3,,2.014,,,16,Control,13/05/18,D10_81,18,0,0,J,NA,Acute,NA
Cyril_16_C1_A,,1.373,,,16,Control,13/05/18,Cyril,6,0,0,J,NA,Acclim,NA
Cyril_16_C2_A,,1.393,,,16,Control,13/05/18,Cyril,6,0,0,J,NA,Acclim,NA
Cyril_16_C3_A,,1.363,,,16,Control,13/05/18,Cyril,6,0,0,J,NA,Acclim,NA
D10A13_16_C1_A,,0.938,,,16,Control,13/05/18,D10_A13,3,1,0,J,NA,Acclim,NA
D10A13_16_C2_A,,0.888,,,16,Control,13/05/18,D10_A13,3,1,0,J,NA,Acclim,NA
D10A13_16_C3_A,,0.918,,,16,Control,13/05/18,D10_A13,3,1,0,J,NA,Acclim,NA
AD101_16_C1_A,,0.709,,,16,Control,13/05/18,AD10_1,1,2,0,J,NA,Acclim,NA
AD101_16_C2_A,,0.695,,,16,Control,13/05/18,AD10_1,1,3,0,J,NA,Acclim,NA
C14_16_C1_A,,0.673,,,16,Control,13/05/18,C14,1,2,0,J,NA,Acclim,NA
C14_16_C2_A,,0.672,,,16,Control,13/05/18,C14,1,3,0,J,NA,Acclim,NA
C14_16_C3_A,,0.669,,,16,Control,13/05/18,C14,1,2,0,J,NA,Acclim,NA
D86A_16_C1,,1.666,,,16,Control,13/05/18,D86_A,12,0,0,A,NA,Acute,NA
D86A_16_C2,,1.745,,,16,Control,13/05/18,D86_A,12,0,0,A,NA,Acute,NA
D86A_16_C3,,1.699,,,16,Control,13/05/18,D86_A,12,0,0,A,NA,Acute,NA
D10A14_16_C1,,1.751,,,16,Control,13/05/18,D10_A14,11,0,0,J,NA,Acute,NA
D10A14_16_C2,,2.006,,,16,Control,13/05/18,D10_A14,11,0,0,A,NA,Acute,mt
D10A14_16_C3,,1.812,,,16,Control,13/05/18,D10_A14,11,0,0,A,NA,Acute,NA
D1045_16_P1_A,,0.882,,,16,Predator,13/05/18,D10_45,3,1,30,J,NA,Acclim,NA
D1045_16_P2_A,,0.867,,,16,Predator,13/05/18,D10_45,3,2,30,J,NA,Acclim,NA
D1045_16_P3_A,,0.883,,,16,Predator,13/05/18,D10_45,3,3,30,J,NA,Acclim,NA
D1081_16_P1,,1.459,,,16,Predator,13/05/18,D10_81,5,0,0,J,NA,Acute,NA
D1081_16_P2,,1.436,,,16,Predator,13/05/18,D10_81,5,0,0,J,NA,Acute,NA
D1081_16_P3,,1.485,,,16,Predator,13/05/18,D10_81,5,0,0,J,NA,Acute,NA
Cyril_16_P1,,2.056,,,16,Predator,13/05/18,Cyril,18,0,0,A,NA,Acute,NA
Cyril_16_P1_A,,0.617,,,16,Predator,13/05/18,Cyril,2,0,0,J,NA,Acclim,NA
Cyril_16_P2_A,,0.631,,,16,Predator,13/05/18,Cyril,2,0,0,J,NA,Acclim,NA
Cyril_16_P3_A,,0.636,,,16,Predator,13/05/18,Cyril,2,0,0,J,NA,Acclim,NA
D10A13_16_P1,,2.129,,,16,Predator,13/05/18,D10_A13,14,0,0,A,NA,Acute,NA
D10A13_16_P2,,2.188,,,16,Predator,13/05/18,D10_A13,13,0,0,A,NA,Acute,NA
D10A13_16_P3,,2.079,,,16,Predator,13/05/18,D10_A13,13,0,0,A,NA,Acute,NA
C14_16_P1_A,,0.732,,,16,Predator,13/05/18,C14,1,4,30,J,NA,Acclim,NA
C14_16_P2_A,,0.73,,,16,Predator,13/05/18,C14,1,5,30,J,NA,Acclim,NA
C14_16_P3_A,,0.642,,,16,Predator,13/05/18,C14,1,3,30,J,NA,Acclim,NA
D86A_16_P1,,2.225,,,16,Predator,13/05/18,D86_A,8,0,0,A,NA,Acute,mt
D86A_16_P2,,1.497,,,16,Predator,13/05/18,D86_A,5,0,0,J,NA,Acute,NA
D86A_16_P3,,1.465,,,16,Predator,13/05/18,D86_A,5,0,0,J,NA,Acute,NA
D10A14_16_P1,,1.384,,,16,Predator,13/05/18,D10_A14,11,0,0,J,NA,Acute,NA
D10A14_16_P2,,2.345,,,16,Predator,13/05/18,D10_A14,11,0,0,A,NA,Acute,mt
D1081_16_C3,,1.922,,,16,Control,14/05/18,D10_81,19,0,0,J,NA,Acute,NA
Cyril_16_C1_A,,1.323,,,16,Control,14/05/18,Cyril,7,0,0,J,NA,Acclim,NA
Cyril_16_C2_A,,1.372,,,16,Control,14/05/18,Cyril,7,0,0,J,NA,Acclim,NA
Cyril_16_C3_A,,1.354,,,16,Control,14/05/18,Cyril,7,0,0,J,NA,Acclim,NA
D10A13_16_C1_A,,1.217,,,16,Control,14/05/18,D10_A13,4,0,0,J,NA,Acclim,NA
D10A13_16_C2_A,,1.008,,,16,Control,14/05/18,D10_A13,4,0,0,J,NA,Acclim,NA
D10A13_16_C3_A,,1.198,,,16,Control,14/05/18,D10_A13,4,0,0,J,NA,Acclim,NA
AD101_16_C1_A,,0.694,,,16,Control,14/05/18,AD10_1,2,2,0,J,NA,Acclim,NA
AD101_16_C2_A,,0.695,,,16,Control,14/05/18,AD10_1,2,3,0,J,NA,Acclim,NA
C14_16_C1_A,,0.664,,,16,Control,14/05/18,C14,2,2,0,J,NA,Acclim,NA
C14_16_C2_A,,0.661,,,16,Control,14/05/18,C14,2,3,0,J,NA,Acclim,NA
C14_16_C3_A,,0.658,,,16,Control,14/05/18,C14,2,3,0,J,NA,Acclim,NA
D86A_16_C1,,1.87,,,16,Control,14/05/18,D86_A,13,0,0,A,NA,Acute,NA
D86A_16_C2,,1.887,,,16,Control,14/05/18,D86_A,13,0,0,A,NA,Acute,NA
D86A_16_C3,,1.976,,,16,Control,14/05/18,D86_A,13,0,0,A,NA,Acute,NA
D10A14_16_C1,,2.092,,,16,Control,14/05/18,D10_A14,12,0,0,A,NA,Acute,mt
D10A14_16_C2,,2.089,,,16,Control,14/05/18,D10_A14,12,0,0,A,NA,Acute,NA
D10A14_16_C3,,2.121,,,16,Control,14/05/18,D10_A14,12,0,0,A,9,Acute,B1
D1045_16_P1_A,,1.228,,,16,Predator,14/05/18,D10_45,4,0,0,J,NA,Acclim,NA
D1045_16_P2_A,,1.213,,,16,Predator,14/05/18,D10_45,4,0,0,J,NA,Acclim,NA
D1045_16_P3_A,,0.901,,,16,Predator,14/05/18,D10_45,4,0,0,J,NA,Acclim,NA
D1081_16_P1,,1.491,,,16,Predator,14/05/18,D10_81,6,0,0,J,NA,Acute,NA
D1081_16_P2,,1.459,,,16,Predator,14/05/18,D10_81,6,0,0,J,NA,Acute,NA
D1081_16_P3,,1.49,,,16,Predator,14/05/18,D10_81,6,0,0,J,NA,Acute,NA
Cyril_16_P1,,2.223,,,16,Predator,14/05/18,Cyril,19,0,0,A,20,Acute,B2
Cyril_16_P1_A,,0.735,,,16,Predator,14/05/18,Cyril,3,0,0,J,NA,Acclim,NA
Cyril_16_P2_A,,0.795,,,16,Predator,14/05/18,Cyril,3,0,0,J,NA,Acclim,NA
Cyril_16_P3_A,,0.787,,,16,Predator,14/05/18,Cyril,3,1,0,J,NA,Acclim,NA
D10A13_16_P1,,2.13,,,16,Predator,14/05/18,D10_A13,15,0,0,A,NA,Acute,NA
D10A13_16_P2,,2.5,,,16,Predator,14/05/18,D10_A13,14,0,0,A,12,Acute,B1
D10A13_16_P3,,2.417,,,16,Predator,14/05/18,D10_A13,14,0,0,A,11,Acute,B1
C14_16_P1_A,,0.908,,,16,Predator,14/05/18,C14,2,4,0,J,NA,Acclim,NA
C14_16_P2_A,,0.927,,,16,Predator,14/05/18,C14,2,4,30,J,NA,Acclim,NA
C14_16_P3_A,,0.788,,,16,Predator,14/05/18,C14,2,3,30,J,NA,Acclim,NA
D86A_16_P1,,2.215,,,16,Predator,14/05/18,D86_A,9,0,0,A,NA,Acute,NA
D86A_16_P2,,1.475,,,16,Predator,14/05/18,D86_A,6,0,0,J,NA,Acute,NA
D86A_16_P3,,1.494,,,16,Predator,14/05/18,D86_A,6,0,0,J,NA,Acute,NA
D10A14_16_P1,,1.586,,,16,Predator,14/05/18,D10_A14,12,0,0,J,NA,Acute,NA
D10A14_16_P2,,2.304,,,16,Predator,14/05/18,D10_A14,12,0,0,A,NA,Acute,NA
Cyril_16_C1_A,,1.599,,,16,Control,15/05/18,Cyril,8,0,0,A,NA,Acclim,mt
Cyril_16_C2_A,,1.673,,,16,Control,15/05/18,Cyril,8,0,0,A,NA,Acclim,mt
Cyril_16_C3_A,,1.627,,,16,Control,15/05/18,Cyril,8,0,0,A,NA,Acclim,mt
D10A13_16_C1_A,,1.199,,,16,Control,15/05/18,D10_A13,5,0,0,J,NA,Acclim,NA
D10A13_16_C2_A,,1.033,,,16,Control,15/05/18,D10_A13,5,0,0,J,NA,Acclim,NA
D10A13_16_C3_A,,1.201,,,16,Control,15/05/18,D10_A13,5,0,0,J,NA,Acclim,NA
AD101_16_C1_A,,0.91,,,16,Control,15/05/18,AD10_1,3,2,0,J,NA,Acclim,NA
